Sentiment,Text
negative,Doesnt want to go to work 
negative,Is going to rehearsal! I won't go all next week though  i'll be at blt
negative,@Jaydon872positive Don't become a monk... *sigh* Girls suck...it makes me sad when they make you sad... 
negative,@Falgi   I knoww me either .. Double wahh 
negative,I burned the roof of my mouth on my dinner last night 
negative,I miss you 
negative,"@__Kizzle I think she has issues, lol especially to start a thread, in a BSB forum that made no sense pretty much to anyone! Poor girl! "
negative,@sumthnspecial Ready for the weekend? m.a.c only has a sale like 2  a year. 
negative,Police came to inspect the burglary.. need to leave potential traces till the morning - but wanna clean up the damn mess in my apt!! 
negative,is super bored.  text mee?
negative,"@SheRidesTheLion sadly, I do! "
negative,Goin to third street promenade with my sister.  Shoe shopping.   Well she's shoe shopping...I'm watchin.  I'm poor.
negative,first driving lesson  i'm so behind.
negative,Listening to more P!NK lol...... cars not working so stuck at home  1positiveth August Cant wait for the concert WOOO BLAH!?!?! Archie here Puss!
negative,@drawohara JS is in dire need of a more structured require/include/import mechanism 
negative,"I have an assessment tomorrow, and this time I'm getting all nervous... Darn you Shakespeare! Making me lose sleep! "
negative,"@tommcfly hey Tom  are u ok? i can't wait for the new cd *-* say hello, please, i've been trying since you made a twitter  xx"
negative,@JonathanRKnight I wish I could follow my heart...but every single time that I follow my heart I end up hurt 
negative,Owwww!! I just bit my thumb 
negative,Nooooo... I have a headache 
negative,Went to the park half the trails were flooded. 
negative,#inaperfectworld @jonasbrothers would be here rite now  and id have a job and money instead a of a job thats convenient for the employer:@
negative,Reminder NHL Awards on in 15 minutes.  No Sharks nominated 
negative,"Meeting time, brb. "
negative,"Oh man, I haven't seen the used in like..positive years. So tempted for their london show "
negative,"@mlee525 no   i just remember it was in the paris, i think near all the shops?"
negative,@nabsy I know where you'll be this weekend! Sadly the ice skating has already sold out 
negative,@keithjury we better 'talk' every day. lol. aw im so missing you..  see u in an hour to fully say goodbye :'(
negative,@jamonit1 no  my brother is constantly in and out of my room. I have to change and get ready everyday inmy bathroom
negative,"@pinkieheartz *I hate my connection* Sorry, lol. It's storming and my connection sux. I'm actually homeschooled and my year is longer. "
negative,@laurayun take all the rain you want. I don't want it!!! 
negative,"Bleaching my hair again. My nana hurt me so bad, she has to be the roughest person I know. "
negative,Working.. I wanna be with my baby 
negative,@Jessicaveronica i would drive u but im in sydney  sucks i hope u guys get someone to drive u to food lol u guys rock!
negative,Has Anothr Migrane&amp;&amp; i miss her 
negative,"@heltershelter i thk u should tweet @kittymac8positive shes only gone and left us,been neglecting her twitter page  "
negative,My poor FH; I want his tummy to get better. 
negative,"Sorry, just realised to have to be a member of flickr to see my last post "
negative,"@fekauffman it fell about 2 1/2 feet? Yes, it was on "
negative,@LabOxMusic Red Ring of Death 
negative,"hey @MEDixon215 HELLO... how are you, congratulations!! Was so disappointed when Joe &amp; DeAnna didn't need a babysitter  Glad you found me!"
negative,@theRealCrazy  I went to the Apple store in the promenade today and They said even though we reserved it gonna be a long line 
negative,"@Maga_Vengeance : Oh, shoot!  But yeah, @therev is too nice  Unfollow him!"
negative,@tommcfly why you never say hey to me?    im sad
negative,"hmmm, why t-flash is more hsdpa lover to leopard than tiger? my leopard is hack version but my tiger is the real one.... "
negative,"@reply me please. i want to feel loved!  seriously, with anything, i beg of you kind sir."
negative,headinggg homee ... I don't wannaaaa 
negative,Summer is finally here. Mid-80s today. Supposed to get hotter. 
negative,just watched a video from when i missed jeff last sunday...fuck!!! made me cry 
negative,@SocialiteEst783 Where are u?! U shall go home soon! 
negative,didn't do zombie so played on CODpositive for a while instead. Nothing worth playing really at the moment. 
negative,chipped my front tooth....the same tooth that I broke in 2006  luckily I got my dental insurance back effective June 1st
negative,@MissVanessaO whats MLB again? You just like reading me call you my Maple Leaf Beauty lol &amp; yea damn Blue Jays won again 
negative,@loscampesinos You guys clash with Ida Maria and are right after Langhorne Slim. All in my top 10 anticipated acts  still picking you tho
negative,@ missy: good for you.  i cant drink just water.  
negative,@iPhone i wish iPhones had more gigs and were with Verizon too! 
negative,t-minus 10 minutes until clean-up and bath time.  Not my favorite time of day.  
negative,Bryan told me my shoes looked like hooker shoes. 
negative,"Unbelieveable, I haven't Twittered all day. Must be the novocaine and 1 hours dental drilling  Sympathy accepted."
negative,@ roxyclean  but now he'll be lonely!
negative,"Its no fun being a smoker with no smokes  Might try sleeping, cant crave if I aint awake LOL"
negative,"Hardest #gfree day yet...nauseous this morning and didn't have gfree gingerbread cookies, &amp; just had to order palak paneer with NO NAAN "
negative,Trading in my car! Me and my beloved johnny are breaking up after a year and a half together! I will miss him!! 
negative,@JeJa6 I know imyy 2 where have you been hiding? 
negative,@its_fernanda HAEISUHAEI ops 
negative,making my drinking chocolate getting ready for bed on me todd 
negative,My foot hurts like hell!  Where's my dad's sports cream?
negative,still at the office! 
negative,"@imageisfound I couldn't work it out in my schedule to come this time, after all.  But next shootshop, I'll be there FOR SURE."
negative,I have to go to the Clinic.. My sister is sick   - In spanish: Porcina O: xdd parece :L
negative,@aeniman It is. I thought i was doing good 
negative,@gandalfar Next trip I know of is Cupertino in October... 
negative,I smell food ... It's too late to eat but smells amazing 
negative,"@LouYoungNY It's such an awful thought, isn't it? "
negative,im tired but cant sleep 
negative,finals suck. 
negative,Hunger headache 
negative,"#iranelection - 56 prisoners were released today from Evin prison, my cousin was not one of them "
negative,@craftyasparagus Oh no!  So sorry!  Thank goodness your pup is okay!!  So terrible.     #awesomehr
negative,@LadyDiamondblue At least you see him in 2 days. You're w/in hugging &amp;&amp; str8 up doggystyle fucking distance man. Damn! 
negative,still at work. 
negative,TweetDock doesn't let me to send any new tweets. Each time I press send its crashing. It needs update guys. Sent from twitterific 
negative,is it 6 yet?!i need happy hour 
negative,no brewers tonight 
negative,My back is aching 
negative,@emmaarrr its sold out 
negative,@TheRonge whats wrong??? 
negative,@Impala_Guy Awww youÂ´re sooo sweet ))) IÂ´m really happy to hear that - i canÂ´t imagine to never meet you....that would be really sad 
negative,Got my present today! WOO! A Garmin! Too bad the bluetooth doesn't work with our phones 
negative,"@lollipopdaisy The fringe is doing my head in atm, it's too long!  Going to get it all cut soon, and thank you muchly! =D xx"
negative,my high just went low 
negative,realllllllly hates how unfair life is sometimes...guess it's not for me to figure out 
negative,can't get used to this twitter malarkey 
negative,Needs to be healthier. now. poof. health. how i wish it were that easy! 
negative,I hate being outbid on ebay when you really need something and you're poor 
negative,"Have had enough of work and have deicded to try and sleep, thinking this may be a long night "
negative,Bugger. Time for the looong walk home 
negative,@lambybiscuits It is. His whole immune system is shot.  Glad to have another option to try though! #awesomehr
negative,"I miss my lap top...it has only be 12 hours, but I want it back "
negative,"@cathyjh  pmsl dont worry i wont keep you xxx im ok, just trying to get shot of a bad headache "
negative,@brentmcguire yea i know me too 
negative,history homework  feeling miserable... Damn these exams!
negative,Screw this positivepm traffic!!! 
negative,FOR THE LAST TIME; enclosed by the four walls of my bedroom STUDYING MY LIFE AWAY 
negative,@kurt_w Jesus Kurt! Lymphoma? Mild?? I am so sorry   When do you start tx?
negative,Ac is broken at my house 
negative,@Jlasmommie bombed my test today.. 
negative,@ohhkayla ugh! i so dont feel like getting wet. 
negative,@TheeCalling Hi Paule I couldnt open up that web page you EM me 
negative,"i dont need am alarm clock, just a scream from the little kid in our neighborhood, wakes me! "
negative,@Charles_K lol i have a shitty LG and its like dead from dropping it in so many toilets!! 
negative,Upset at the crosstown game today! 
negative,Losing poker tourney on a bubble 
negative,"but i miss my apartment, and the city, and work. bein out in the woods is gettin old. "
negative,@fakeplasticliz I know I know. It was a very last minute thing and I didn't want to let 80 people know and not see half of them. I sorry! 
negative,I HATE SPIDERS!  who's with me?
negative,In church- wonderin what's goin on. . . Me hungry 
negative,Coming to terms with the reality that it's June and I need rain boots 
negative,@Sushiboofay That's scary! I'm glad everyone was alright. Poor pilot. 
negative,http://twitpic.com/7r1e3 -  sad... whant PV right now!
negative,@morningshowz103 awww mannnn i just filled up on gas right before i got homeee  lol
negative,Super tired and have swolen ankles 
negative,Well we pretty much got dominated 
negative,"finally uploaded my hungary photos to my mac, shame my battery died when i was out walking, only have 95 shots "
negative,"Rain, rain, go away...it's June, not April.    This is messing up my summer."
negative,ahhh good night to relax on the deck. too bad its alone 
negative,Qik currently does not work with with iPhone OS version 3.0 !!! OMG i am screwed 
negative,I was so excited for the US OPEN but now I'm just left disappointed with shitty weather. 
negative,@VLR3 p.s. I can't believe I didn't pick up that whale's vaginia was from anchorman   good movie!
negative,@mangotoes mom mom just left to go to the Chrisette Michele concert 
negative,not in a good mood. 
negative,Wont last another hour without power 
negative,"@HelenWraight Shit, was it a new episode? "
negative,so bored....... and hungry too 
negative,@iamdiddy Feelin great! &amp; yourself?  how's I WANNA WORK positive Diddy 2 going? I had 2 attnd a funeral but def wantd 2 try out!!! 
negative,Ughh. My head hurts 
negative,I have really bad shin splits   
negative,I make terrible first impressions..... not a good quality when searching for a job!!! UGH 
negative,Ummm I don't have any cassettes  http://mypict.me/positiven75
negative,@dpositiverkspike i do but i'm too far away 
negative,"@frostedcouture do u know of a good cleanser? In fact I need a whole facial routine, my skin is so bad&amp; nothings working "
negative,@G_funkk saw your post about your macbook. Let us know if we can help. Sry about your bad genius bar experience. No good 
negative,I am sad 
negative,why didn't anyone tell me Johnny Depp was gonna have his movie premiere here today?! 
negative,@stevenjayphoto I'm not allowed to have any fried food. 
negative,@zesammich is an automatic. I miss my clutch 
negative,Car misbehaving again.  Trying to make it work before practice starts...    #fb
negative,"Back home, pretty drunk...! Great night-out with my girls, I'm gonna miss Eric so bad ! "
negative,My MacBook is still under Apple Care!  Now I'll be without computer for a week. 
negative,"K loves the carwash, which makes it fun. Although the toys r us store couldn't replace my netbook. "
negative,Blah.. Stuck in stand-still traffic on 51. Think theres an accident 
negative,@19fischi75 but we must 
negative,rightyo oh guys im goin to bed cause this agent searchin is actually wuite tirin  see ya in the mornin 
negative,"Long night ahead. So much news to write, so little ACTUAL news. Sigh "
negative,Oh i cant win tonight spurned by two beauties  @sexy_bellefemme @vickyvolupt
negative,"@kickingcouture 1 am bed time would be amazing. My sleep pattern in awful, I cannot fall asleep until 2/3 am "
negative,@lisalucille actually that happens to me quite often with those cookies ...seems like the oven gets hotter with each successive batch 
negative,"Oh shit. Jon &amp; Kate have an announcement. (I hope it's not divorce. That would suck. She's kind of a bitch, but jeez. No one needs that.) "
negative,@whoak don't i know it. all I have is a shirt. know anywhere that sells grey high socks? 
negative,"Sad, Cuz that was her las day of work "
negative,"@gossipcandyxoxo Oh. Didn't realize it before...  Anyway, I'll keep mine for supporting Iran and pretend to be a little like Elphie "
negative,@JasmineDarkly A/C. I'm in GEORGIA man.  Even with the A/C it's hot as hell here 
negative,@missababe by the way still haven't received my postcard 
negative,"@saharabloom I'm thinking I'd need Pixar, Adobe Photoshop ain't gonna cut it "
negative,I'm working 
negative,Burned out on drawing 
negative,wonders why she's unable to reply to people's tweets. 
negative,just got hit with the reality that Mr.Hasty isn't her director anymore 
negative,got an f on my test   but not a bad one i can pick it up
negative,"@Naughty_Dog Thats 5 codes from you guys, 30 from someone on Euro PS forums and still can't get on the Beta! I admit defeat "
negative,off to grocery.  STILL havent finished the laundry or started packing 
negative,read d news bout tr knight leavin'...n i wntd him 2 stay 2 c wat wud hppen after he gets through getting hit by a bus 
negative,Again guys sorry for any mispellings/typos or bad links today I c&amp;p most everything and still can't delete with IE to correct 
negative,Been staying up too late too long.... I think I might trade productiveness for sleep tonight  I hate sleep!
negative,@joehjolteon Awwww man :\ hope your ok...  you sure you dont want me to phone you? I'm tempted to :\ xx
negative,"@mileycyrus i just found out your concerts in the o2 in dublin are sold out, my sisters in bits "
negative,Well Kelsi  left... its a little boring but now i can rest a few minutes... then i have to go work 
negative,"Sheesh, come on NetStumbler, you don't support my old WiFi card in this Dell notebook OR the new one I just bought? "
negative,fuck i am hungry! stupid internet is going slow 
negative,"@brawngp_fanblog  I don't like Max, Bernie, or  budget capped-dumbed down-free for all #F1, but  a break away doesn't feel like good news "
negative,i hate reruns  c'mon ellen...give us some new shows!!!!
negative,"@AKAVirtualPA No, we just stayed at The Social till they closed and having Vodka Red Bull at the end of the night is not a good idea "
negative,@hartluck carey tell them to podcast it for us non aussie fans 
negative,has spent most of her money on presents for my parents...  Â£7 to last a week isnae good!
negative,@overst33r im not gonna be able to make it 
negative,Jealous of all the mofos who are getting iphones tomorrow.  should be ME!
negative,@CareyLou_ sweet lol im not gonna b here for the photoshop class  but who r u going to warped tour withh?
negative,ughh this is blowin miness 
negative,Thunder storm again? Seriously? I hate this 
negative,@joehjolteon Just to make sure your ok  x
negative,"an uneventful babysitting 'session', tho am missing out on a good party dammit  flicking through online Edinburgh fringe brochure."
negative,PISA on Sat - getting case all packed and absolutely shitting it bout flying - I hate earache!  Decongestants and ear plugs lol!
negative,Okay. One thing I'm seeing with the meds that I don't like: my uber math skills seem to be partially shot. 
negative,@vanillakitchen sorry I missed you 
negative,@ChownTown DAMNIT 
negative,@watermelonsmile WHAT'S WITH THE HATE? 
negative,i dont think i love him 
negative,"buying the final book of The Mortal Instruments trilogy tonight! City of Glass. so sad, It's almost over "
negative,super worried 
negative,doesn't feel to good right now 
negative,"@darrenhayes I love BB 2 but ours don't start until next month.  As positive the biting thing, well I will be good and not go there ;)"
negative,is very emotional this evening 
negative,ah I feel bad for one of my friends 
negative,@J9Sedgwick that's not good   Are you at work.  Hope you feel better soon.  I see @Jaime_Brunsdon is not doing too well either.
negative,Am crying the movie 3jeeb 
negative,It's just not cool. 
negative,Or not 
negative,"London was, well, Londonish. Great conference and I got to visit GOSH in Bloomsbury. Couldn't find a BOSE shop though "
negative,@RosaAcosta what about me tho 
negative,I'm VERY upset that I missed 25 cent gelato day at Soup &amp; Co. 
negative,#notfeelingwell. 
negative,@RubiJayne That sucks when they're not.  I feel for you. So much for customer service!
negative,@Valenzi i was gunna watch that! But i have to go get skippy 
negative,"@tanisharenee08 I'm good girl. Just been working sooo much, feeling the effects "
negative,"Installing Toon Boom positive and the Adobe CSpositive Suite on the G5.... Found a picture I drew of my buddy Dave, think I'm gonna give it to Ferrick "
negative,I don't feel well.... *sniff* 
negative,"You know what sucks.. You won't everrr find anything that says Emerald on it.. A keychain, necklace anything. Booooo "
negative,"I want to be on twitter trends as #senthil_is_a_douche, so I'm going to make some controversial tweet next, please vote for me "
negative,My dad Twitters to much. 
negative,"Angel mine, be you fine... "
negative,sitting at home...annoyed..ugh 
negative,No clue how I'm gonna pack for Texas without taking my whole closet with me. 
negative,waiting for @tcossairt to get home...I miss him 
negative,Has a stomach ache 
negative,"So tonight is soccer night for the hubby (real surprise there) and I can twitter all I want, and of course, tonight twitter seems empty. "
negative,Had a little break - time for some crazy hardcore bio now  sigh i can't wait for summer and freedom!
negative,@mychealdaniel what in the world??? haha I want my phone so bad 
negative,Gahhhh my parents will not let me out of the house today.. they say i gotta study till its over 
negative,"@kimmifatale I appreciate the support!!!  I know you have Gunner, so you're a dog lover as well. Sad day"
negative,"@JennaBoig  I tried to send you a DM, but you're not following me so I couldn't.  "
negative,@spositivenhpositive aw its still itchy  maybe poison oak or something?
negative,@ryanodonnell I mean I know companies will want to sell to widest audience but games might b more geared to 3gs 
negative,@blacksocialite explains shit ssooo in depth so that you can understand! Uggh Broken-Hearted Girl video is so much deeper then the lyrics 
negative,"@vodafoneNZ I would have loved to win a netbook, i won nothing  Couldnt go HTC hunting cause hubby had hospital appt"
negative,@lanierenee Lanie! I'm 7 hours for Chicago...so about 11-12 hours from you...  
negative,@ccmarks ok sorry again. I feel rly bad. 
negative,@shanedawson aww im excited for u too gosh shane how did u make this happen wow u amaze me everyday i luv you and i wish I was ur bff 
negative,@DonnieWahlberg. Hey Donnie. Wish I was at a meet n greet 
negative,I have bird poop on my back 
negative,I'm kinda hyper but really sweaty...gross 
negative,I don't feel tired  there has to be something wrong with me!!!
negative,Set off the alarm by accident at the house and doesn't know if police will come 
negative,"@Kimmiewhimmie i'm missin school too, was there today...and realized how much fun it is when we're all there. "
negative,"search, check, nice. mms, check. copy/paste, check. video...? video...? VIDEO??!!! noooo...  Choppy, low res, I don't care, PLEASE #iphone"
negative,It's Showtime- missin' all my FA5 folks.  Ready for Thursday night aftershow. What will it be tonight? Or should I say where...
negative, Want to be at meet up again
negative,@ambermanson JEALOUS. i hate being sick 
negative,@geezitsvivian  lucky. okay well it's just a piece of paper ~anyways
negative,@JoelMadden will u ever dj in the U.K I feel like I'm missing out!  x
negative,"Cottage! No reception in the cottage though, only on the highway  be back on saturday!"
negative,The more I read about boots and plates the more confusing the whole thing gets. Maybe I'll just stick with my old skates. 
negative,"@Tastelikecrazy Oooo, puking wouldn't be good at a foodie conference "
negative,@kalebnation apparently Rob was hit by a taxi while running from fangirls today  he isn't hurt but still..they are dangerous.
negative,"@EvilGayTwin they are all outside (or very well lit areas), the camera is PDG outside, but inside not so much. "
negative,regrets eating that bowl of cereal  i hate being fat.
negative,"#inaperfectworld Everything would be awesome, and people wouldn't be such mean freaks. "
negative,"I want to know your plans, and how involved in them I am, when they raise the landing gear will your heart stay here? "
negative,"what a game by Egypt,totally worth it! hope they can go all the way took forever to get home though  where were stewards after the game?"
negative,"Lying in my bed, trying to sleep. Not that easy after a red bull "
negative,I wish I had the courage to drop out and do a fashion course at uni 
negative,Working on last HUGE final.. while everyone else is happily sun bathing and swimming at my house  sleep tomorrow
negative,Got home &amp; my copy of GB is here! Had a little play. I'm too drunk to be chasing spooks  looks good though
negative,Is pondering... Where can I find a decent load out of Portland Oregon? I've gotten no load offers today... Boo 
negative,@lfc_lxy Sunday Monday ish (: feeling sian now. Tired luhh 
negative,"In case you haven't heard, iPhone 3GS launches tomorrow: http://bit.ly/17Ty6q Sadly, I have to wait until after work to get mine. "
negative,last day of skool tomoro. @xosmjerseygrlxo prayin that ur week gets better 
negative,"In rapid city, sd. Getting ready to head to rehearsal for my baby bro's wedding. "
negative,@Kristal_ OMG I found you on twitter! Why the  ?
negative,@Gabyyy105 omgsh i kno!!!! its so far away thooo 
negative,@princesscaris why do you feel the need to burn me?  sooo harsh 
negative,@Impala_Guy Yeah i really should go now  I wish u a great evening and a good night with a lot of sweet dreams my cheeky cowboy 
negative,@jjustsurrender too bad you don't have a research paper to write... 
negative,@Trickiliz13 Ouch....You were keeping it Secret??!?!! I'm so sorry  I was just so happy for you girls! Next time - Dont Tell Me! :p
negative,Can't wait for tomorrow! I get to see him!!! YAY! But my ankle hurts sooo bad! 
negative,Feels very sucky. 
negative,"I don't kno what's going on with me but I've felt sea sick all day  I'm bout to get myself together&amp; get out, maybe that will help â™¥"
negative,is at her dad's with an ear infection...eww 
negative,"@FantasyParade Haha I believe you. George Stephenson. There is no better feeling than no exams. I'm jealous now, I have another year. "
negative,@timecake tried it! 
negative,just got back from takin baby girl to get her shots.   my poor princess... ouch!
negative,Being sick sucks  summer school this Monday T_T
negative,almost cried with Greys Anatomy tonight! soo sad  gosh i get too involved!
negative,"ughhh, so fed up with people. whateverrr. "
negative,@enterbelladonna do you guys gagg and catch a spasm on the show ? i missed it 
negative,@10positive5CHUMFM last thing I see is rate this blog and share this article nowhere for comments  I is sad now
negative,haha jus bin told wah to revise finnally .. a bit late now thou aint it  !! spose ill do some i dont reli sleep much neways !! be bakk x
negative,@feblub Think I might head of myself in a minute. I'm up at 6.30 so will be tired tomorrow 
negative,Just got off work. I'm sad 
negative,"@gfalcone601 aaw, c'mon, your cats are the cutest, where do you find them? haha i want one too "
negative,i want to go panama city again  the resort place was awesome!!! 
negative,"@copydeskcat ~ bad writing follows the bad grammar.  Be is not conjugated as I be, We be, They be ~ the kids use that all the time! "
negative,i need more room on my mp3....   do you guys know any good bands worthy of my mp3???
negative,Why is it like 90 something degrees outside and i am freezing 
negative,is sad to say goodbye to her first student teacher today  she has been SO great!
negative,@duesta don't tell me that! i really wanna check out winter festival on sun 
negative,@miss_flora IKR  I was so depressed when I read that..... Jimmy fucking Page are you KIDDING ME  
negative,"#inaperfectworld Everything would be awesome, and people wouldn't be such mean freaks. "
negative,I hate when Thursdays feel like Fridays.. 
negative,Grrrrrr...idk what I think about this.  
negative,"@gfalcone601 i had a cat that little, her name was Zukie, she died  a bad dog bitted her! can you believe it? it should be a sin"
negative,@flanger1975 word me too  thanks.  ugh so frustrated.
negative,@TomboyTigress lol but I only bought 2  darn
negative,is trying to combine Twitter &amp; Telus into one new word ... 'Teller' is taken 
negative,"We do not have any air at the studio, they had to order a part.  I can meet for gift certificates but not for massages until after Monday "
negative,@penhan sorry  i know it was mean.
negative,So my first month without a car payment and I have to spend more money on repairs than the payment was. 
negative,My God I want a salad! haha! I wish I could get out to go to the grocery store but all the roads are closed for Jubilee day 
negative,@binhog737 Good luck girl....nothing worse than finishing work and can't go home!! 
negative,I think I lost my favorite Express shirt 
negative,Resting...I think I got something...Not feeling well.. 
negative,its so ugly outside..i miss the sun 
negative,Not excited about going to work tonight at WM    Oh well such is life...
negative,"@todderfodder Sorry man, I already called dibs  Bought my whole outfit!"
negative,I can't stomach reading The Fat Jew's Twitter. The only word I can come up with to describe him is &quot;gross.&quot; 
negative,Owww someone just stood on with me with high heels  owww bitch. I will kill.
negative,"Ah, Life. You never know what it will bring you. "
negative,@cassandra2603 Aye.   It fills me with misery. It's happened to me before but I forgot about the limit on there. Now I have to wait! Gah!
negative,Can't believe it! All the teams are going!!! Goodbye F1 
negative,hates thunderstorms 
negative,@UzimaCollective Sorry to hear that  What's the matter?
negative,I don't know what happened but all my songs r deleted from my iPhone  saddnessssssss
negative,@msg985 Oh noooo say it isn't so!!! 
negative,#inaperfectworld my super annoying poodle wouldn't have a bark high pitched enough to shatter glass... and my eardrums oi 
negative,@Stew68 hahaha...funny question...I have to stay in bed til *Manic Monday*...doctors orders 
negative,@mitchelmusso Can you follow me?  .... 
negative,"@emmaarrr yeah same here, i was going on the &quot;wait and see&quot; theory...it failed "
negative,@Garrrrry Ur cheating on Dan? He is going to be sad. 
negative,"@PaulineCoxy yuck! I drive a lorry for a living. When I crawl out, I usually have my wife or daughter drive me about town. Need new job. "
negative,"@inseparablejb aww, poor u  my stomach hurts now too!!! lmao"
negative,@supernovakgirl sorry to hear that people in texas tend to be very southern. 
negative,@felipematheuscs nem o twitter me salva mais 
negative,"@louisvuitton_us http://twitpic.com/7qyql - Weird hat, though.. "
negative,"@caoimhecoyle http://twitpic.com/7pmpositives - awwww, there so cute "
negative,@gfalcone601 awwwww! that picture is adorable!! wish i was allowed a kitten! i had a hamster but it died last weeek!  xxx
negative,@baobinga You're right and course it'd've been alright if I'd quit reason and Live bpositive rendering! I am dim 
negative,@davecazz It's all right... same error... 
negative,@mookiejonesart unfortunately- most photos are printed full bleed- no space for sig.. 
negative,I need some super good recording headphone.  Anyone got the hookup? Mine have gone all screwy 
negative,Everybody seems to be sick ???  I hope everyone feels better 
negative,@kdc i know you keep talking it up but I haven't gotten to go yet  i love wings
negative,I. need. more. energy. today. 
negative,@apizzagirl urghhh yeah!! haha they're so creepy and disgusting  lol
negative,@minjuice thanks mj...  i'm seriously sad/scared. (the link won't work btw).
negative,Nope...darn not working yet 
negative,"Paige just left, nice night... though I am getting bored without my radio "
negative,"ok, im bored. I hope I can go out 2nite!!...wish sum1 would txt me bak "
negative,Any investors out there want to buy my house in Vegas?  I've got the urge to move somewhere and am &quot;stuck&quot; here 
negative,Damm when is it going to stop raining ... at least I'm working this weekend    #fb
negative,"Wow, another one gone  this place is hell. Actual hell."
negative,@zainmeghji   Hope it still went well.
negative,working all day today...not feeling well  just want it to be tomorrow already
negative,@ErinQuail whaaaa! But you have toooooo 
negative,Of course I wait til the hot weather returns to do laundry (and fold it straight from the dryer)  
negative,I'm going to be out of town during dyke march &amp; the gay pride parade here in SF 
negative,Has anyone seen a pair of Rx sunglasses at #affcon? Lost them sometime after lunch 
negative,Plane to London stuck in taxi mode for another hour due to weather 
negative,@Kryswithak  I wonder what would happen if I wore jeans?
negative,"ARRRRRRGGHHHHH! Again, I truly hate this essay. I'm gonna die. And all because I got late at school, and it was NOT my fault "
negative,time for housework 
negative,http://bit.ly/KNAwp     p-p-p-bear?
negative,http://twitpic.com/7r3yv - We are on the second look and the store we wanted to shoot in front of is closed 
negative,is working till 9:30 pm  lol
negative,more rain....1positive days so far this month 
negative,Why are you boys just so confusing  Beats me
negative,!!#%!#%!^ I just dropped my metal measuring spoons into rotating garbage disposal.Wah. My fave set of ms poons! 
negative,is waiting for the effort.... maybe it's not coming 
negative,Headache .... 
negative,@CyrusJB soz i don't know haha... i did it ages ago on a website that i forgot the address to  sorry x
negative,waiting to smoke. wishing class was canceled 
negative,"Jogging, isnt REALLY that cool, especially if you've got a fever "
negative,"Jogging, isnt REALLY that cool, especially if you've got a fever "
negative,@bret323 if only such a thing existed here in C.R. 
negative,"Jogging, isnt REALLY that cool, especially if you've got a fever "
negative,Oh great... work wants me to be at the AT&amp;T store at 7am to pickup 3 GSs for the execs and none for me  ohhhh .. http://tinyurl.com/lnp58o
negative,"Jogging, isn't REALLY that cool, especially if you've got a high fever "
negative,Prbly the only person not seeing Kalvinova tonight 
negative,I'm pouting because I haven't had time to create anything lately. Not even a new card....nothing since before the Stationery Show. 
negative,"Jogging, isnt REALLY that cool, especially if you've got a fever "
negative,"Jogging, isnt REALLY that cool, especially if you've got a fever "
negative,"Jogging, isnt REALLY that cool, especially if you've got a fever "
negative,"#inaperfectworld Everybody wouldn't be sych mean freaks, and people would think a little more. No, wait, A LOT MORE!!! "
negative,T-ball got rained out  I think i'm more dissapointed than the little guy is.
negative,i cant get my tweetdeck to work 
negative,Mike-sell's is no longer surprised about his honey barbecue chips being delicious.  And that make me sad 
negative,"Crap, aphids are killing our huge calla lillies in our front yard! "
negative,@rotch sad 
negative,@augustjoki On the Job is a bit broken too.   Waiting to hear from those Winnepeggians.. @danmessing Heelllp us!
negative,"I HATE using twitter on my computer it doesnt work, just started following like 15 people and now it says Im not following them "
negative,at the neighbours because my computer doesnt work  .. getting it fixed tomorrow though yay !!
negative,@taylorswift13 i waited till 2:30 for your tour bus in maryland. i wish i could have met you  but the concert rocked!!!
negative,I just finished walking Apache... now I'm a sweaty ninja!kitty 
negative,"man i really dont want to write my english exam tomorrow,, "
negative,Missing my best friends a lot. 
negative,"@Julia_13 exactly! ...are people blaming david? that would be so sad  btw, has david said anything about that?"
negative,@ddlovato wow u look so pretty!! i wish i could go  i love selena's hair!!  hope you have fun(for me!!)
negative,@vickgotti WHAT I DO  IM JUST SPEAKIN THE TRUTH
negative,@evil_communist Get well soon.  
negative,i burned my finger!!  sheesh that hurt &amp;&amp; it brought back nightmares from sugar class when i burnt all 10 of my finger tips off..
negative,@SmashMe_EraseMe because I need a job 
negative,I hate it when I dont get my own way....time to pout 
negative,Waitin here at BC.. Just ran into an acquaintance. Forgot her name  all i know is she homewrecked her current bf. Lol shes nice though!
negative,"@originaltyler you should be able to be yourself, haters are the ones with problems. if you take a break you may let them beat you though "
negative,He's trying to be patient but it is tough...has been over a month now 
negative,watching neds declassified school survival guide reminds me off when i as in 7th grade 
negative,"study pants, play time with my loveeeees and then the lake! sad i missed the river trip "
negative,Sweet weekend coming up. Than comes the long week  next friday and saturday (L)
negative,gutting  will max back down tomorrow? If he does would the teams care or is it really too late?
negative,@fpelligra it was a statistics training...omg pure torture for two whole days. 
negative,@mishyfu studying  AIM is distracting lmao although twitter/facebook isn't much better
negative,my bff is in the hospital Again 
negative,Hot Hot Hot!!! Loving the warm weather...hating the tornado watch! 
negative,oh..  wat u do today.. sigh  summer gets so boring..
negative,#inaperfectworld i wouldn't have the worse toothaches ever ! 
negative,Had a great lunch with my BFF. Gonna miss her when she leaves 
negative,@PRyck thats ok  I'll get over it lol
